,title,category,authors,date,summary
10,Enhancements of Electron-Atom Collisions due to Pauli Repulsion in Neutron-Star Magnetic Fields,High Energy Astrophysical Phenomena,Thomas Gomez; Mark Zammit; Igor Bray; Christopher Fontes; Jackson White,22-August-2023,"Neutron star surfaces and atmospheres are unique environments that sustain
the largest-known magnetic fields in the universe. Our knowledge of neutron
star material properties, including the composition and equation of state,
remains highly unconstrained. Electron-atom collisions are integral to
theoretical thermal conduction and spectral emission models that describe
neutron star surfaces. The theory of scattering in magnetic fields was
developed in the 1970s, but focused only on bare nuclei scattering. In this
work, we present a quantum treatment of atom-electron collisions in magnetic
fields; of significant importance is the inclusion of Pauli repulsion arising
from two interacting electrons. We find strange behaviors not seen in
collisions without a magnetic field. In high magnetic fields, Pauli repulsion
can lead to orders of magnitude enhancements of collision cross sections.
Additionally, the elastic collision cross sections that involve the ground
state become comparable to those involving excited states, and states with
large orbits have the largest contribution to the collisions. We anticipate
significant changes to transport properties and spectral line broadening in
neutron star surfaces and atmospheres, which will aid in spectral diagnostics
of these extreme environments."
11,Energy-Efficient On-Board Radio Resource Management for Satellite Communications via Neuromorphic Computing,Systems and Control,Flor Ortiz; Nicolas Skatchkovsky; Eva Lagunas; Wallace A. Martins; Geoffrey Eappen; Saed Daoud; Osvaldo Simeone; Bipin Rajendran; Symeon Chatzinotas,22-August-2023,"The latest satellite communication (SatCom) missions are characterized by a
fully reconfigurable on-board software-defined payload, capable of adapting
radio resources to the temporal and spatial variations of the system traffic.
As pure optimization-based solutions have shown to be computationally tedious
and to lack flexibility, machine learning (ML)-based methods have emerged as
promising alternatives. We investigate the application of energy-efficient
brain-inspired ML models for on-board radio resource management. Apart from
software simulation, we report extensive experimental results leveraging the
recently released Intel Loihi 2 chip. To benchmark the performance of the
proposed model, we implement conventional convolutional neural networks (CNN)
on a Xilinx Versal VCK5000, and provide a detailed comparison of accuracy,
precision, recall, and energy efficiency for different traffic demands. Most
notably, for relevant workloads, spiking neural networks (SNNs) implemented on
Loihi 2 yield higher accuracy, while reducing power consumption by more than
100$\times$ as compared to the CNN-based reference platform. Our findings point
to the significant potential of neuromorphic computing and SNNs in supporting
on-board SatCom operations, paving the way for enhanced efficiency and
sustainability in future SatCom systems."
12,Constraints on Interstellar Sovereignty,Popular Physics,Jacob Haqq-Misra,21-August-2023,"Human space exploration and settlement of other planets is becoming
increasingly technologically feasible, while mission concepts for remote and
crewed missions to nearby star systems continue to be developed. But the
long-term success of space settlement also requires extensions and advances in
models of governance. This paper provides a synthesis of the physical factors
that will constrain the application of sovereignty in space as well as legal
precedent on Earth that likely applies to any crewed or uncrewed missions to
other stellar systems. The Outer Space Treaty limits the territorial expansion
of states into space, but the requirements for oversight of nongovernmental
agencies and retention of property ownership enable the extension of state
jurisdiction into space. Pragmatic constraints from historical precedent on
Earth suggest that new space treaties will be unlikely to succeed and new
global space agencies may have limited jurisdiction over states, while hard
constraints of the space environment require adherence to technical
capabilities, political feasibility, and long-term sustainability. These
factors form a three-prong test for assessing the viability of interstellar
governance models. This discussion of interstellar governance is intended to
further the conversation about sovereignty in space prior to the first
intentional launch of any interstellar spacecraft."
13,Electron heat flux and propagating fronts in plasma thermal quench via ambipolar transport,Plasma Physics,Yanzeng Zhang; Jun Li; Xianzhu Tang,21-August-2023,"The thermal collapse of a nearly collisionless plasma interacting with a
cooling spot, in which the electron parallel heat flux plays an essential role,
is investigated both theoretically and numerically. We show that such thermal
collapse, which is known as thermal quench in tokamaks, comes about in the form
of propagating fronts, originating from the cooling spot, along the magnetic
field lines. The slow fronts, propagating with local ion sound speed, limit the
aggressive cooling of plasma, which is accompanied by a plasma cooling flow
toward the cooling spot. The extraordinary physics underlying such a cooling
flow is that the fundamental constraint of ambipolar transport along the field
line limits the spatial gradient of electron thermal conduction flux to the
much weaker convective scaling, as opposed to the free-streaming scaling, so
that a large electron temperature and hence pressure gradient can be sustained.
The last ion front for a radiative cooling spot is a shock front where cold but
flowing ions meet the hot ions."
14,Polarisation of decayless kink oscillations of solar coronal loops,Solar and Stellar Astrophysics,Sihui Zhong; Valery M. Nakariakov; Dmitrii Y. Kolotkov; Lakshmi Pradeep Chitta; Patrick Antolin; Cis Verbeeck; David Berghmans,21-August-2023,"Decayless kink oscillations of plasma loops in the solar corona may contain
an answer to the enigmatic problem of solar and stellar coronal heating. The
polarisation of the oscillations gives us a unique information about their
excitation mechanisms and energy supply. However, unambiguous determination of
the polarisation has remained elusive. Here, we show simultaneous detection of
a 4-min decayless kink oscillation from two non-parallel lines-of-sights,
separated by about 104\textdegree, provided by unique combination of the High
Resolution Imager on Solar Orbiter and the Atmospheric Imaging Assembly on
Solar Dynamics Observatory. The observations reveal a horizontal or weakly
oblique linear polarisation of the oscillation. This conclusion is based on the
comparison of observational results with forward modelling of the observational
manifestation of various kinds of polarisation of kink oscillations. The
revealed polarisation favours the sustainability of these oscillations by
quasi-steady flows which may hence supply the energy for coronal heating."
15,A Human-on-the-Loop Optimization Autoformalism Approach for Sustainability,Artificial Intelligence,Ming Jin; Bilgehan Sel; Fnu Hardeep; Wotao Yin,20-August-2023,"This paper outlines a natural conversational approach to solving personalized
energy-related problems using large language models (LLMs). We focus on
customizable optimization problems that necessitate repeated solving with
slight variations in modeling and are user-specific, hence posing a challenge
to devising a one-size-fits-all model. We put forward a strategy that augments
an LLM with an optimization solver, enhancing its proficiency in understanding
and responding to user specifications and preferences while providing nonlinear
reasoning capabilities. Our approach pioneers the novel concept of human-guided
optimization autoformalism, translating a natural language task specification
automatically into an optimization instance. This enables LLMs to analyze,
explain, and tackle a variety of instance-specific energy-related problems,
pushing beyond the limits of current prompt-based techniques.
  Our research encompasses various commonplace tasks in the energy sector, from
electric vehicle charging and Heating, Ventilation, and Air Conditioning (HVAC)
control to long-term planning problems such as cost-benefit evaluations for
installing rooftop solar photovoltaics (PVs) or heat pumps. This pilot study
marks an essential stride towards the context-based formulation of optimization
using LLMs, with the potential to democratize optimization processes. As a
result, stakeholders are empowered to optimize their energy consumption,
promoting sustainable energy practices customized to personal needs and
preferences."
16,Towards Sustainable Development: A Novel Integrated Machine Learning Model for Holistic Environmental Health Monitoring,Machine Learning,Anirudh Mazumder; Sarthak Engala; Aditya Nallaparaju,20-August-2023,"Urbanization enables economic growth but also harms the environment through
degradation. Traditional methods of detecting environmental issues have proven
inefficient. Machine learning has emerged as a promising tool for tracking
environmental deterioration by identifying key predictive features. Recent
research focused on developing a predictive model using pollutant levels and
particulate matter as indicators of environmental state in order to outline
challenges. Machine learning was employed to identify patterns linking areas
with worse conditions. This research aims to assist governments in identifying
intervention points, improving planning and conservation efforts, and
ultimately contributing to sustainable development."
17,Exploring the Role of Perceived Range Anxiety in Adoption Behavior of Plug-in Electric Vehicles,General Economics,Fatemeh Nazari; Abolfazl Mohammadian; Thomas Stephens,20-August-2023,"A sustainable solution to negative externalities imposed by road
transportation is replacing internal combustion vehicles with electric vehicles
(EVs), especially plug-in EV (PEV) encompassing plug-in hybrid EV (PHEV) and
battery EV (BEV). However, EV market share is still low and is forecast to
remain low and uncertain. This shows a research need for an in-depth
understanding of EV adoption behavior with a focus on one of the main barriers
to the mass EV adoption, which is the limited electric driving range. The
present study extends the existing literature in two directions; First, the
influence of the psychological aspect of driving range, which is referred to as
range anxiety, is explored on EV adoption behavior by presenting a nested logit
(NL) model with a latent construct. Second, the two-level NL model captures
individuals' decision on EV adoption behavior distinguished by vehicle
transaction type and EV type, where the upper level yields the vehicle
transaction type selected from the set of alternatives including
no-transaction, sell, trade, and add. The fuel type of the vehicles decided to
be acquired, either as traded-for or added vehicles, is simultaneously
determined at the lower level from a set including conventional vehicle, hybrid
EV, PHEV, and BEV. The model is empirically estimated using a stated
preferences dataset collected in the State of California. A notable finding is
that anxiety about driving range influences the preference for BEV, especially
as an added than traded-for vehicle, but not the decision on PHEV adoption."
18,Nonlinear model reference adaptive control approach for governance of the commons in a feedback-evolving game,Dynamical Systems,Fang Yan; Xiaorong Hou; Tingting Tian; Xiaojie Chen,20-August-2023,"The governance of common-pool resources has vital importance for
sustainability. However, in the realistic management systems of common-pool
resources, the institutions do not necessarily execute the management policies
completely, which will induce that the real implementation intensity is
uncertain. In this paper, we consider a feedback-evolving game model with the
inspection for investigating the management of renewable resource and assume
that there exists the implementation uncertainty of inspection. Furthermore, we
use the nonlinear model reference adaptive control approach to handle this
uncertainty. We accordingly design a protocol, which is an update law of
adjusting the institutional inspection intensity. We obtain a sufficient
condition under which the update law can drive the actual system to reach the
expected outcome. In addition, we provide several numerical examples, which can
confirm our theoretical results. Our work presents a novel approach to address
the implementation uncertainty in the feedback-evolving games and thus our
results can be helpful for effectively managing the common-pool resources in
the human social systems."
19,Deep Reinforcement Learning for Artificial Upwelling Energy Management,Machine Learning,Yiyuan Zhang; Wei Fan,20-August-2023,"The potential of artificial upwelling (AU) as a means of lifting
nutrient-rich bottom water to the surface, stimulating seaweed growth, and
consequently enhancing ocean carbon sequestration, has been gaining increasing
attention in recent years. This has led to the development of the first
solar-powered and air-lifted AU system (AUS) in China. However, efficient
scheduling of air injection systems remains a crucial challenge in operating
AUS, as it holds the potential to significantly improve system efficiency.
Conventional approaches based on rules or models are often impractical due to
the complex and heterogeneous nature of the marine environment and its
associated disturbances. To address this challenge, we propose a novel energy
management approach that utilizes deep reinforcement learning (DRL) algorithm
to develop efficient strategies for operating AUS. Through extensive
simulations, we evaluate the performance of our algorithm and demonstrate its
superior effectiveness over traditional rule-based approaches and other DRL
algorithms in reducing energy wastage while ensuring the stable and efficient
operation of AUS. Our findings suggest that a DRL-based approach offers a
promising way for improving the efficiency of AUS and enhancing the
sustainability of seaweed cultivation and carbon sequestration in the ocean."
